_id,ltable_Id,rtable_Id,ltable_Site name,ltable_Address,ltable_Zip,ltable_Phone,rtable_Site name,rtable_Address,rtable_Zip,rtable_Phone
183,575,575, Johnson,1504 S. Albany ,,5341833, Johnson,1504 S. Albany ,,5341833
184,575,1528, Johnson,1504 S. Albany ,,5341833,"CHICAGO PUBLIC SCHOOLS JOHNSON, JAMES WELDON",1504 S ALBANY ,60623,5341833
185,1169,1169, Karen Cruz Children's Center - Karen Cruz Children's Center,1507 W Sunnyside Ave ,,7281777, Karen Cruz Children's Center - Karen Cruz Children's Center,1507 W Sunnyside Ave ,,7281777
186,1169,3160, Karen Cruz Children's Center - Karen Cruz Children's Center,1507 W Sunnyside Ave ,,7281777, Greenview Children's Center,1507 W Sunnyside Avenue ,60640,7281777
187,3160,1169, Greenview Children's Center,1507 W Sunnyside Avenue ,60640,7281777, Karen Cruz Children's Center - Karen Cruz Children's Center,1507 W Sunnyside Ave ,,7281777
188,3160,3160, Greenview Children's Center,1507 W Sunnyside Avenue ,60640,7281777, Greenview Children's Center,1507 W Sunnyside Avenue ,60640,7281777
195,3160,3118, Greenview Children's Center,1507 W Sunnyside Avenue ,60640,7281777, Christopher House - Lakeshore,850 W Eastwood Avenue ,60640,2719403
197,3160,3020, Greenview Children's Center,1507 W Sunnyside Avenue ,60640,7281777, ABC & Me Day Care Center,1100 W Lawrence Avenue ,60640,5614488
200,3160,3265, Greenview Children's Center,1507 W Sunnyside Avenue ,60640,7281777, South-East Asia Center,1112 W Foster Avenue ,60640,9897433
208,3160,3163, Greenview Children's Center,1507 W Sunnyside Avenue ,60640,7281777, Harry S. Truman College Child Development Center,1145 W Wilson Avenue ,60640,9074740
213,3160,3069, Greenview Children's Center,1507 W Sunnyside Avenue ,60640,7281777, Catholic Charities Chicago - Ebenezer,1652 W Foster Avenue ,60640,8789925
214,3160,3248, Greenview Children's Center,1507 W Sunnyside Avenue ,60640,7281777, Rogers Park Montessori School,1800 W Balmoral Avenue ,60640,2711700
252,952,952, Cuffe,1540 W. 84Th St. ,,5358250, Cuffe,1540 W. 84Th St. ,,5358250
254,267,267, Chicago International Charter Basil Campus,1816 W. Garfield Blvd. ,,8630652, Chicago International Charter Basil Campus,1816 W. Garfield Blvd. ,,8630652
255,267,2399, Chicago International Charter Basil Campus,1816 W. Garfield Blvd. ,,8630652, Chicago International Charter-Basil Campus,1824 W. Garfield Blvd. ,60609,8630652
256,271,271, Archdiocese of Chicago - St. Pius V,1919 S. Ashland ,,2261590, Archdiocese of Chicago - St. Pius V,1919 S. Ashland ,,2261590
257,612,612, Henry Booth House - Kiddie Kottage,1946 W 87th St ,,2337292, Henry Booth House - Kiddie Kottage,1946 W 87th St ,,2337292
258,275,275, New Zion Child Care Academy,1960 W. 13th St. ,,7331263, New Zion Child Care Academy,1960 W. 13th St. ,,7331263
259,280,280," Loren Children's Learning Center, Inc.",2106 E. 79th St. ,,3569400," Loren Children's Learning Center, Inc.",2106 E. 79th St. ,,3569400
260,284,284, A Child's World Early Learning Center,2145 E. 83rd St. ,,9786598, A Child's World Early Learning Center,2145 E. 83rd St. ,,9786598
261,288,288, Archdiocese of Chicago - St. Ann,2211 W. 18th Pl. ,,8294153, Archdiocese of Chicago - St. Ann,2211 W. 18th Pl. ,,8294153
262,627,627, Paderewski,2221 S. Lawndale ,,5341821, Paderewski,2221 S. Lawndale ,,5341821
263,290,290, Ahadi Early Learning Center,2257 E. 71st St. ,,2517086, Ahadi Early Learning Center,2257 E. 71st St. ,,2517086
264,980,980, De La Cruz,2317 W. 23rd Pl. ,,5354585, De La Cruz,2317 W. 23rd Pl. ,,5354585
265,295,295, Ada S. McKinley Trumball Park,2400 E. 105th St ,,9785341, Ada S. McKinley Trumball Park,2400 E. 105th St ,,9785341
268,300,300, Archdiocese of Chicago - Our Lady of Grace,2446 N. Ridgeway Ave. ,,3420170, Archdiocese of Chicago - Our Lady of Grace,2446 N. Ridgeway Ave. ,,3420170
269,654,654, Von Humboldt,2620 W. Hirsch St. ,,5344480, Von Humboldt,2620 W. Hirsch St. ,,5344480
270,1189,1189, Hull House Association - Hull House School Age,2625 N Orchard St ,,5299730, Hull House Association - Hull House School Age,2625 N Orchard St ,,5299730
271,306,306, Archdiocese of Chicago - St. Agnes of Bohemia,2643 S. Central Park Ave. ,,5220143, Archdiocese of Chicago - St. Agnes of Bohemia,2643 S. Central Park Ave. ,,5220143
272,311,311, Keeper?s Institute Infant/Child Care,2718 W. 59th St. ,,4348835, Keeper?s Institute Infant/Child Care,2718 W. 59th St. ,,4348835
273,997,997, McKinley Park,2744 W. Pershing Rd ,,5533661, McKinley Park,2744 W. Pershing Rd ,,5533661
274,1194,1194, Boys and Girls Clubs of Chicago - Little Village,2801 S Ridgeway Ave ,,7626100, Boys and Girls Clubs of Chicago - Little Village,2801 S Ridgeway Ave ,,7626100
275,668,668, Henry Booth House - Whiz Kidz Learning Center,2814 W Marquette Rd ,,9252859, Henry Booth House - Whiz Kidz Learning Center,2814 W Marquette Rd ,,9252859
276,1000,1000, Barry,2828 N. Kilbourn ,,5343455, Barry,2828 N. Kilbourn ,,5343455
278,1001,1001, Locke,2828 N. Oak Park Ave ,,5343300, Locke,2828 N. Oak Park Ave ,,5343300
279,92,92, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
280,92,93, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
281,92,677, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
282,92,678, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
283,92,316, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys & Girls Clubs General R. E. Wood,2950 W. 25th Street ,,8475172
285,93,92, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
286,93,93, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
287,93,677, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
288,93,678, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
289,93,316, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys & Girls Clubs General R. E. Wood,2950 W. 25th Street ,,8475172
291,677,92, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
292,677,93, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
293,677,677, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
294,677,678, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
295,677,316, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys & Girls Clubs General R. E. Wood,2950 W. 25th Street ,,8475172
297,678,92, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
298,678,93, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
299,678,677, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
300,678,678, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
301,678,316, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172, Boys & Girls Clubs General R. E. Wood,2950 W. 25th Street ,,8475172
303,316,92, Boys & Girls Clubs General R. E. Wood,2950 W. 25th Street ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
304,316,93, Boys & Girls Clubs General R. E. Wood,2950 W. 25th Street ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
305,316,677, Boys & Girls Clubs General R. E. Wood,2950 W. 25th Street ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
306,316,678, Boys & Girls Clubs General R. E. Wood,2950 W. 25th Street ,,8475172, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172
307,316,316, Boys & Girls Clubs General R. E. Wood,2950 W. 25th Street ,,8475172, Boys & Girls Clubs General R. E. Wood,2950 W. 25th Street ,,8475172
309,2310,2310, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383
372,2310,1410, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383,CAROLE ROBERTSON CENTER FOR LEARNING CAROLE  ROBERTSON CENTER-2929,2929 W 19TH ST ,60623,5211600
373,2310,1928, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383,"Carole Robertson Center
For Learning Carole  Robertson Center-2929",2929 W. 19th St. ,60623,5211600
374,2310,2361, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383, Carole Robertson,2929 W. 19th St. ,60623,5211600
375,2310,2362, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383, Carole Robertson I/T,2929 W. 19th St. ,60623,5211600
386,2310,1651, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383,EL HOGAR DEL NINO FCCH-ISABEL GUITERREZ,3448 W 59TH ST ,60623,4987085
392,2310,2478, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383, Dvorak,3615 W. 16Th St. ,60623,5341690
393,2310,2753, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383, Salvation Army La Villita,3621 W. 24th St. ,60623,7332355
401,2310,1511, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383,"CHICAGO PUBLIC SCHOOLS GARY, JOSEPH E.",3740 W 31ST ST ,60623,5341455
402,2310,2005, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383,"Chicago Public Schools Gary, Joseph E.",3740 W. 31st St. ,60623,5341455
403,2310,2522, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383, Gary,3740 W. 31St St. ,60623,5341455
404,2310,1788, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383,HULL HOUSE ASSOCIATION FCCH-SHERISSE HOLMES,4119 W 16TH ST ,60623,2355342
405,2310,1540, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383,"CHICAGO PUBLIC SCHOOLS MASON, ROSWELL B.",4216 W 19TH ST ,60623,5341530
406,2310,2034, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383,"Chicago Public Schools Mason, Roswell B.",4216 W. 19th St ,60623,5341530
407,2310,2644, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383, Mason,4216 W. 19th St. ,60623,5341530
408,2310,2575, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383," Hughes, C.",4247 W. 15Th St. ,60623,5341762
410,679,679, Schneider,2957 N. Hoyne ,,5345510, Schneider,2957 N. Hoyne ,,5345510
411,321,321, Archdiocese of Chicago - St. Sylvester,3027 W. Palmer St. ,,7725222, Archdiocese of Chicago - St. Sylvester,3027 W. Palmer St. ,,7725222
412,1008,1008, Miller,3030 W. Harrison St ,,5346594, Miller,3030 W. Harrison St ,,5346594
413,328,328, Locke Charter School,3141 W. Jackson ,,2657232, Locke Charter School,3141 W. Jackson ,,2657232
414,1018,1018, Tarkington,3330 W. 71st St. ,,5354700, Tarkington,3330 W. 71st St. ,,5354700
415,337,337, A-Karrasel ? Logan Square,3420 W. Fullerton ,,7724333, A-Karrasel ? Logan Square,3420 W. Fullerton ,,7724333
416,343,343, Lava Inc. - Chatterbox Preschool,3613 West Devon ,,4782434, Lava Inc. - Chatterbox Preschool,3613 West Devon ,,4782434
417,344,344, Easter Seals Near South,3630 S. Wells Rm. 105 ,,5483614, Easter Seals Near South,3630 S. Wells Rm. 105 ,,5483614
418,344,500, Easter Seals Near South,3630 S. Wells Rm. 105 ,,5483614, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614
419,344,716, Easter Seals Near South,3630 S. Wells Rm. 105 ,,5483614, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614
423,500,344, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614, Easter Seals Near South,3630 S. Wells Rm. 105 ,,5483614
424,500,500, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614
425,500,716, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614
429,716,344, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614, Easter Seals Near South,3630 S. Wells Rm. 105 ,,5483614
430,716,500, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614
431,716,716, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614
435,118,118, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617
436,118,348, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617, Ada S. McKinley St. Thomas CDC,3801 S. Wabash ,,2850617
437,118,723, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617
438,118,1273, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617
439,348,118, Ada S. McKinley St. Thomas CDC,3801 S. Wabash ,,2850617, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617
440,348,348, Ada S. McKinley St. Thomas CDC,3801 S. Wabash ,,2850617, Ada S. McKinley St. Thomas CDC,3801 S. Wabash ,,2850617
441,348,723, Ada S. McKinley St. Thomas CDC,3801 S. Wabash ,,2850617, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617
442,348,1273, Ada S. McKinley St. Thomas CDC,3801 S. Wabash ,,2850617, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617
443,723,118, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617
444,723,348, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617, Ada S. McKinley St. Thomas CDC,3801 S. Wabash ,,2850617
445,723,723, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617
446,723,1273, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617
447,1273,118, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617
448,1273,348, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617, Ada S. McKinley St. Thomas CDC,3801 S. Wabash ,,2850617
449,1273,723, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617
450,1273,1273, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617
451,1034,1034, Attucks,3813 S. Dearborn ,,5351270, Attucks,3813 S. Dearborn ,,5351270
453,353,353, It Takes a Village Child Care Services,4000 W. Division ,,2761730, It Takes a Village Child Care Services,4000 W. Division ,,2761730
454,355,355, Frazier Preparatory Academy,4027 W. Grenshaw ,,5358653, Frazier Preparatory Academy,4027 W. Grenshaw ,,5358653
455,359,359, Legacy Charter School (at Mason School),4217 W. 18th St. ,,5421640, Legacy Charter School (at Mason School),4217 W. 18th St. ,,5421640
456,359,360, Legacy Charter School (at Mason School),4217 W. 18th St. ,,5421640, Legacy Charter School (at Mason School),4217 W. 18th St. ,,5421640
457,360,359, Legacy Charter School (at Mason School),4217 W. 18th St. ,,5421640, Legacy Charter School (at Mason School),4217 W. 18th St. ,,5421640
458,360,360, Legacy Charter School (at Mason School),4217 W. 18th St. ,,5421640, Legacy Charter School (at Mason School),4217 W. 18th St. ,,5421640
459,731,731, Mason,4217 W. 18Th St. ,,5341530, Mason,4217 W. 18Th St. ,,5341530
460,731,732, Mason,4217 W. 18Th St. ,,5341530, Mason,4217 W. 18Th St. ,,5341530
461,731,904, Mason,4217 W. 18Th St. ,,5341530, Mason,4217 W. 18Th St. ,,5341530
462,731,905, Mason,4217 W. 18Th St. ,,5341530, Mason,4217 W. 18Th St. ,,5341530
463,731,1540, Mason,4217 W. 18Th St. ,,5341530,"CHICAGO PUBLIC SCHOOLS MASON, ROSWELL B.",4216 W 19TH ST ,60623,5341530
464,731,2034, Mason,4217 W. 18Th St. ,,5341530,"Chicago Public Schools Mason, Roswell B.",4216 W. 19th St ,60623,5341530
465,731,2644, Mason,4217 W. 18Th St. ,,5341530, Mason,4216 W. 19th St. ,60623,5341530
466,732,731, Mason,4217 W. 18Th St. ,,5341530, Mason,4217 W. 18Th St. ,,5341530
467,732,732, Mason,4217 W. 18Th St. ,,5341530, Mason,4217 W. 18Th St. ,,5341530
468,732,904, Mason,4217 W. 18Th St. ,,5341530, Mason,4217 W. 18Th St. ,,5341530
469,732,905, Mason,4217 W. 18Th St. ,,5341530, Mason,4217 W. 18Th St. ,,5341530
470,732,1540, Mason,4217 W. 18Th St. ,,5341530,"CHICAGO PUBLIC SCHOOLS MASON, ROSWELL B.",4216 W 19TH ST ,60623,5341530
471,732,2034, Mason,4217 W. 18Th St. ,,5341530,"Chicago Public Schools Mason, Roswell B.",4216 W. 19th St ,60623,5341530
472,732,2644, Mason,4217 W. 18Th St. ,,5341530, Mason,4216 W. 19th St. ,60623,5341530
473,904,731, Mason,4217 W. 18Th St. ,,5341530, Mason,4217 W. 18Th St. ,,5341530
474,904,732, Mason,4217 W. 18Th St. ,,5341530, Mason,4217 W. 18Th St. ,,5341530
475,904,904, Mason,4217 W. 18Th St. ,,5341530, Mason,4217 W. 18Th St. ,,5341530
476,904,905, Mason,4217 W. 18Th St. ,,5341530, Mason,4217 W. 18Th St. ,,5341530
